POLICY,,DURATION,,,,AGE GROUP,,PRICING,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,REGION 1,,,REGION 2,,,REGION 3,,,REGION 4,
Travel Insuranz,Classic,71,Days,71,Days,18,55,97.95,181.22,195.90,135.95,251.52,271.90,145.95,270.02,291.90,169.95,314.42,339.90
Travel Insuranz,Classic,72,Days,72,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,73,Days,73,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,74,Days,74,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,75,Days,75,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,76,Days,76,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,77,Days,77,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,78,Days,78,Days,18,55,102.95,190.47,205.90,141.95,262.62,283.90,152.95,282.97,305.90,177.95,329.23,355.90
Travel Insuranz,Classic,79,Days,79,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,80,Days,80,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,81,Days,81,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,82,Days,82,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,83,Days,83,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,84,Days,84,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,85,Days,85,Days,18,55,107.95,199.72,215.90,147.95,273.72,295.90,159.95,295.92,319.90,185.95,344.03,371.90
Travel Insuranz,Classic,86,Days,86,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,87,Days,87,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,88,Days,88,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,89,Days,89,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,90,Days,90,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,91,Days,91,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,92,Days,92,Days,18,55,112.95,208.97,225.90,154.95,286.67,309.90,166.95,308.87,333.90,194.95,360.68,389.90
Travel Insuranz,Classic,93,Days,93,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,94,Days,94,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,95,Days,95,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,96,Days,96,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,97,Days,97,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,98,Days,98,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,99,Days,99,Days,18,55,116.95,216.37,233.90,160.95,297.77,321.90,173.95,321.82,347.90,202.95,375.48,405.90
Travel Insuranz,Classic,100,Days,100,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,101,Days,101,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,102,Days,102,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,103,Days,103,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,104,Days,104,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,105,Days,105,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,106,Days,106,Days,18,55,121.95,225.62,243.90,167.95,310.72,335.90,180.95,334.78,361.90,210.95,390.28,421.90
Travel Insuranz,Classic,107,Days,107,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,108,Days,108,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,109,Days,109,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,110,Days,110,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,111,Days,111,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,112,Days,112,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,113,Days,113,Days,18,55,126.95,234.87,253.90,174.95,323.67,349.90,188.95,349.58,377.90,219.95,406.93,439.90
Travel Insuranz,Classic,114,Days,114,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,115,Days,115,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,116,Days,116,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,117,Days,117,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,118,Days,118,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,119,Days,119,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,120,Days,120,Days,18,55,131.95,244.12,263.90,181.95,336.63,363.90,195.95,362.53,391.90,227.95,421.73,455.90
Travel Insuranz,Classic,121,Days,121,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,122,Days,122,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,123,Days,123,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,124,Days,124,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,125,Days,125,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,126,Days,126,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,127,Days,127,Days,18,55,136.95,253.37,273.90,187.95,347.73,375.90,202.95,375.48,405.90,235.95,436.53,471.90
Travel Insuranz,Classic,128,Days,128,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,129,Days,129,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,130,Days,130,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,131,Days,131,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,132,Days,132,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,133,Days,133,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,134,Days,134,Days,18,55,141.95,262.62,283.90,194.95,360.68,389.90,209.95,388.43,419.90,244.95,453.18,489.90
Travel Insuranz,Classic,135,Days,135,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,136,Days,136,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,137,Days,137,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,138,Days,138,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,139,Days,139,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,140,Days,140,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,141,Days,141,Days,18,55,146.95,271.87,293.90,200.95,371.78,401.90,216.95,401.38,433.90,252.95,467.98,505.90
Travel Insuranz,Classic,142,Days,142,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,143,Days,143,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,144,Days,144,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,145,Days,145,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,146,Days,146,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,147,Days,147,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,148,Days,148,Days,18,55,151.95,281.12,303.90,208.95,386.58,417.90,224.95,416.18,449.90,260.95,482.78,521.90
Travel Insuranz,Classic,149,Days,149,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,150,Days,150,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,151,Days,151,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,152,Days,152,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,153,Days,153,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,154,Days,154,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,155,Days,155,Days,18,55,155.95,288.52,311.90,214.95,397.68,429.90,231.95,429.13,463.90,268.95,497.58,537.90
Travel Insuranz,Classic,156,Days,156,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,157,Days,157,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,158,Days,158,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,159,Days,159,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,160,Days,160,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,161,Days,161,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,162,Days,162,Days,18,55,160.95,297.77,321.90,221.95,410.63,443.90,238.95,442.08,477.90,277.95,514.24,555.90
Travel Insuranz,Classic,163,Days,163,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,164,Days,164,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,165,Days,165,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,166,Days,166,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,167,Days,167,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,168,Days,168,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,169,Days,169,Days,18,55,165.95,307.02,331.90,227.95,421.73,455.90,245.95,455.03,491.90,285.95,529.04,571.90
Travel Insuranz,Classic,170,Days,170,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,171,Days,171,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,172,Days,172,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,173,Days,173,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,174,Days,174,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,175,Days,175,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,176,Days,176,Days,18,55,170.95,316.27,341.90,233.95,432.83,467.90,252.95,467.98,505.90,293.95,543.84,587.90
Travel Insuranz,Classic,177,Days,177,Days,18,55,175.95,325.53,351.90,240.95,445.78,481.90,259.95,480.93,519.90,302.95,560.49,605.90
Travel Insuranz,Classic,178,Days,178,Days,18,55,175.95,325.53,351.90,240.95,445.78,481.90,259.95,480.93,519.90,302.95,560.49,605.90
Travel Insuranz,Classic,179,Days,179,Days,18,55,175.95,325.53,351.90,240.95,445.78,481.90,259.95,480.93,519.90,302.95,560.49,605.90
Travel Insuranz,Classic,180,Days,180,Days,18,55,175.95,325.53,351.90,240.95,445.78,481.90,259.95,480.93,519.90,302.95,560.49,605.90
Travel Insuranz,Classic,181,Days,181,Days,18,55,175.95,325.53,351.90,240.95,445.78,481.90,259.95,480.93,519.90,302.95,560.49,605.90
