POLICY,,DURATION (DAYS),,,,AGE GROUP,,PRICING (2 DECIMAL PLACES MAXIMUM),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
INSURER NAME,POLICY NAME,MINIMUM VALUE,UNIT,MAXIMUM VALUE,UNIT,AGE MINIMUM,AGE MAXIMUM,,Region 1,,,Region 2,,,Region 3,,,Region 4,,,Region 5,
Insureandgo,Bare Essentials,301,Days,330,Days,50,59,624.82,1124.68,1124.68,533.63,960.54,960.54,447.84,806.11,806.11,358.27,644.89,644.89,,,
Insureandgo,Bare Essentials,331,Days,366,Days,50,59,676.19,1217.15,1217.15,577.51,1039.52,1039.52,484.66,872.39,872.39,387.73,697.91,697.91,,,
Insureandgo,Bare Essentials,1,Days,5,Days,60,64,55.59,100.07,100.07,47.48,85.46,85.46,39.85,71.72,71.72,27.21,48.98,48.98,,,
Insureandgo,Bare Essentials,6,Days,8,Days,60,64,51.92,93.46,93.46,49.85,89.74,89.74,41.84,75.31,75.31,28.57,51.43,51.43,,,
Insureandgo,Bare Essentials,9,Days,13,Days,60,64,52.33,94.19,94.19,52.35,94.22,94.22,43.93,79.07,79.07,35.14,63.26,63.26,,,
Insureandgo,Bare Essentials,14,Days,17,Days,60,64,64.64,116.36,116.36,55.21,99.38,99.38,46.33,83.4,83.4,37.07,66.72,66.72,,,
Insureandgo,Bare Essentials,18,Days,21,Days,60,64,67.87,122.17,122.17,57.97,104.34,104.34,48.65,87.57,87.57,38.92,70.05,70.05,,,
Insureandgo,Bare Essentials,22,Days,24,Days,60,64,85.33,153.59,153.59,72.88,131.18,131.18,61.16,110.09,110.09,48.93,88.07,88.07,,,
Insureandgo,Bare Essentials,25,Days,28,Days,60,64,89.59,161.27,161.27,76.52,137.73,137.73,64.22,115.59,115.59,51.37,92.47,92.47,,,
Insureandgo,Bare Essentials,29,Days,32,Days,60,64,106.01,190.82,190.82,90.54,162.98,162.98,75.99,136.77,136.77,60.79,109.42,109.42,,,
Insureandgo,Bare Essentials,33,Days,35,Days,60,64,116.37,209.47,209.47,99.39,178.9,178.9,83.41,150.14,150.14,66.73,120.11,120.11,,,
Insureandgo,Bare Essentials,36,Days,42,Days,60,64,132.46,238.42,238.42,113.13,203.63,203.63,94.94,170.89,170.89,75.95,136.71,136.71,,,
Insureandgo,Bare Essentials,43,Days,49,Days,60,64,148.68,267.62,267.62,126.98,228.56,228.56,106.56,191.82,191.82,85.25,153.45,153.45,,,
Insureandgo,Bare Essentials,50,Days,56,Days,60,64,162.19,291.95,291.95,138.52,249.34,249.34,116.25,209.25,209.25,93,167.4,167.4,,,
Insureandgo,Bare Essentials,57,Days,63,Days,60,64,173.01,311.41,311.41,147.76,265.96,265.96,124,223.2,223.2,99.2,178.56,178.56,,,
Insureandgo,Bare Essentials,64,Days,70,Days,60,64,181.66,326.98,326.98,155.15,279.26,279.26,130.2,234.36,234.36,104.16,187.49,187.49,,,
Insureandgo,Bare Essentials,71,Days,90,Days,60,64,190.74,343.33,343.33,162.9,293.23,293.23,136.71,246.08,246.08,109.37,196.87,196.87,,,
Insureandgo,Bare Essentials,91,Days,120,Days,60,64,279.22,502.59,502.59,238.47,429.24,429.24,200.13,360.23,360.23,160.1,288.19,288.19,,,
Insureandgo,Bare Essentials,121,Days,150,Days,60,64,319.91,575.83,575.83,273.22,491.8,491.8,229.29,412.73,412.73,183.43,330.18,330.18,,,
Insureandgo,Bare Essentials,151,Days,180,Days,60,64,371.82,669.28,669.28,317.56,571.6,571.6,266.5,479.71,479.71,213.2,383.76,383.76,,,
Insureandgo,Bare Essentials,181,Days,210,Days,60,64,418.13,752.63,752.63,357.1,642.79,642.79,299.69,539.44,539.44,239.75,431.55,431.55,,,
Insureandgo,Bare Essentials,211,Days,240,Days,60,64,481.27,866.28,866.28,411.03,739.85,739.85,344.95,620.9,620.9,275.96,496.72,496.72,,,
Insureandgo,Bare Essentials,241,Days,270,Days,60,64,531.78,957.2,957.2,454.17,817.5,817.5,381.15,686.07,686.07,304.92,548.86,548.86,,,
Insureandgo,Bare Essentials,271,Days,300,Days,60,64,582.29,1048.12,1048.12,497.31,895.15,895.15,417.35,751.24,751.24,333.88,600.99,600.99,,,
Insureandgo,Bare Essentials,301,Days,330,Days,60,64,631.4,1136.52,1136.52,539.25,970.65,970.65,452.55,814.59,814.59,362.04,651.68,651.68,,,
Insureandgo,Bare Essentials,331,Days,366,Days,60,64,683.31,1229.96,1229.96,583.59,1050.46,1050.46,489.76,881.57,881.57,391.81,705.26,705.26,,,
Insureandgo,Bare Essentials,1,Days,5,Days,65,74,100.07,180.12,180.12,85.46,153.83,153.83,71.72,129.1,129.1,48.99,88.19,88.19,,,
Insureandgo,Bare Essentials,6,Days,8,Days,65,74,93.45,168.22,168.22,89.74,161.52,161.52,75.31,135.56,135.56,51.44,92.6,92.6,,,
Insureandgo,Bare Essentials,9,Days,13,Days,65,74,94.2,169.56,169.56,94.22,169.6,169.6,79.07,142.33,142.33,63.26,113.87,113.87,,,
Insureandgo,Bare Essentials,14,Days,17,Days,65,74,116.36,209.44,209.44,99.38,178.88,178.88,83.4,150.12,150.12,66.72,120.09,120.09,,,
Insureandgo,Bare Essentials,18,Days,21,Days,65,74,122.17,219.91,219.91,104.34,187.82,187.82,87.57,157.62,157.62,70.05,126.1,126.1,,,
Insureandgo,Bare Essentials,22,Days,24,Days,65,74,153.59,276.46,276.46,131.18,236.12,236.12,110.09,198.15,198.15,88.07,158.52,158.52,,,
Insureandgo,Bare Essentials,25,Days,28,Days,65,74,161.27,290.29,290.29,137.73,247.92,247.92,115.59,208.06,208.06,92.47,166.45,166.45,,,
Insureandgo,Bare Essentials,29,Days,32,Days,65,74,190.82,343.48,343.48,162.98,293.36,293.36,136.77,246.19,246.19,109.42,196.95,196.95,,,
Insureandgo,Bare Essentials,33,Days,35,Days,65,74,209.47,377.05,377.05,178.9,322.02,322.02,150.14,270.25,270.25,120.11,216.2,216.2,,,
Insureandgo,Bare Essentials,36,Days,42,Days,65,74,238.42,429.16,429.16,203.63,366.53,366.53,170.89,307.6,307.6,136.71,246.08,246.08,,,
Insureandgo,Bare Essentials,43,Days,49,Days,65,74,267.62,481.72,481.72,228.56,411.41,411.41,191.82,345.27,345.27,153.45,276.21,276.21,,,
Insureandgo,Bare Essentials,50,Days,56,Days,65,74,291.95,525.51,525.51,249.34,448.81,448.81,209.25,376.66,376.66,167.4,301.33,301.33,,,
Insureandgo,Bare Essentials,57,Days,63,Days,65,74,311.41,560.54,560.54,265.96,478.73,478.73,223.2,401.77,401.77,178.56,321.41,321.41,,,
Insureandgo,Bare Essentials,64,Days,70,Days,65,74,326.98,588.57,588.57,279.26,502.67,502.67,234.36,421.86,421.86,187.49,337.48,337.48,,,
Insureandgo,Bare Essentials,71,Days,90,Days,65,74,343.33,618,618,293.23,527.81,527.81,246.08,442.95,442.95,196.87,354.36,354.36,,,
Insureandgo,Bare Essentials,1,Days,5,Days,75,79,122.3,220.15,220.15,104.45,188.02,188.02,87.66,157.79,157.79,59.88,107.78,107.78,,,
Insureandgo,Bare Essentials,6,Days,8,Days,75,79,109.65,197.37,197.37,109.68,197.42,197.42,92.04,165.68,165.68,62.87,113.17,113.17,,,
Insureandgo,Bare Essentials,9,Days,13,Days,75,79,119.93,215.88,215.88,115.16,207.29,207.29,96.65,173.96,173.96,77.32,139.17,139.17,,,
Insureandgo,Bare Essentials,14,Days,17,Days,75,79,142.21,255.98,255.98,121.46,218.63,218.63,101.93,183.48,183.48,81.54,146.78,146.78,,,
Insureandgo,Bare Essentials,18,Days,21,Days,75,79,149.32,268.78,268.78,127.53,229.56,229.56,107.03,192.65,192.65,85.62,154.12,154.12,,,
Insureandgo,Bare Essentials,22,Days,24,Days,75,79,187.72,337.9,337.9,160.33,288.59,288.59,134.55,242.19,242.19,107.64,193.75,193.75,,,
Insureandgo,Bare Essentials,25,Days,28,Days,75,79,197.11,354.79,354.79,168.34,303.01,303.01,141.28,254.3,254.3,113.02,203.44,203.44,,,
Insureandgo,Bare Essentials,29,Days,32,Days,75,79,233.23,419.81,419.81,199.19,358.55,358.55,167.17,300.9,300.9,133.73,240.72,240.72,,,
Insureandgo,Bare Essentials,33,Days,35,Days,75,79,256.02,460.84,460.84,218.66,393.58,393.58,183.5,330.31,330.31,146.8,264.25,264.25,,,
Insureandgo,Bare Essentials,36,Days,42,Days,75,79,291.41,524.53,524.53,248.88,447.98,447.98,208.87,375.96,375.96,167.09,300.77,300.77,,,
Insureandgo,Bare Essentials,43,Days,49,Days,75,79,327.09,588.76,588.76,279.35,502.84,502.84,234.44,422,422,187.55,337.6,337.6,,,
Insureandgo,Bare Essentials,50,Days,56,Days,75,79,356.83,642.29,642.29,304.75,548.55,548.55,255.75,460.36,460.36,204.6,368.29,368.29,,,
Insureandgo,Bare Essentials,57,Days,63,Days,75,79,380.61,685.11,685.11,325.07,585.12,585.12,272.8,491.05,491.05,218.24,392.84,392.84,,,
Insureandgo,Bare Essentials,64,Days,70,Days,75,79,399.65,719.36,719.36,341.32,614.38,614.38,286.45,515.6,515.6,229.16,412.48,412.48,,,
Insureandgo,Bare Essentials,71,Days,90,Days,75,79,419.63,755.33,755.33,358.39,645.1,645.1,300.77,541.38,541.38,240.61,433.1,433.1,,,
Insureandgo,Bare Essentials,1,Days,5,Days,80,100,280.36,504.65,504.65,239.44,431,431,200.95,361.7,361.7,137.26,247.08,247.08,,,
Insureandgo,Bare Essentials,6,Days,8,Days,80,100,261.83,471.29,471.29,251.42,452.55,452.55,210.99,379.79,379.79,144.13,259.43,259.43,,,
Insureandgo,Bare Essentials,9,Days,13,Days,80,100,263.92,475.06,475.06,263.99,475.18,475.18,221.54,398.78,398.78,177.24,319.02,319.02,,,
Insureandgo,Bare Essentials,14,Days,17,Days,80,100,326,586.8,586.8,278.42,501.16,501.16,233.66,420.59,420.59,186.93,336.47,336.47,,,
Insureandgo,Bare Essentials,18,Days,21,Days,80,100,342.3,616.14,616.14,292.34,526.22,526.22,245.34,441.62,441.62,196.27,353.29,353.29,,,
Insureandgo,Bare Essentials,22,Days,24,Days,80,100,430.32,774.58,774.58,367.52,661.53,661.53,308.43,555.18,555.18,246.74,444.14,444.14,,,
Insureandgo,Bare Essentials,25,Days,28,Days,80,100,451.84,813.3,813.3,385.89,694.61,694.61,323.85,582.93,582.93,259.08,466.35,466.35,,,
Insureandgo,Bare Essentials,29,Days,32,Days,80,100,534.64,962.35,962.35,456.61,821.9,821.9,383.2,689.76,689.76,306.56,551.81,551.81,,,
Insureandgo,Bare Essentials,33,Days,35,Days,80,100,586.89,1056.4,1056.4,501.24,902.23,902.23,420.65,757.17,757.17,336.52,605.74,605.74,,,
Insureandgo,Bare Essentials,36,Days,42,Days,80,100,668,1202.41,1202.41,570.51,1026.92,1026.92,478.79,861.82,861.82,383.03,689.46,689.46,,,
Insureandgo,Bare Essentials,43,Days,49,Days,80,100,749.8,1349.64,1349.64,640.37,1152.67,1152.67,537.42,967.35,967.35,429.93,773.88,773.88,,,
Insureandgo,Bare Essentials,50,Days,56,Days,80,100,817.96,1472.33,1472.33,698.59,1257.46,1257.46,586.27,1055.29,1055.29,469.02,844.23,844.23,,,
Insureandgo,Bare Essentials,57,Days,63,Days,80,100,872.49,1570.49,1570.49,745.16,1341.29,1341.29,625.36,1125.64,1125.64,500.29,900.52,900.52,,,
Insureandgo,Bare Essentials,64,Days,70,Days,80,100,916.12,1649.01,1649.01,782.42,1408.35,1408.35,656.63,1181.93,1181.93,525.3,945.54,945.54,,,
Insureandgo,Bare Essentials,71,Days,90,Days,80,100,961.92,1731.46,1731.46,821.54,1478.77,1478.77,689.46,1241.02,1241.02,551.57,992.82,992.82,,,
Insureandgo,Silver,1,Days,5,Days,18,49,87.84,158.1,158.1,75.02,135.03,135.03,62.96,113.32,113.32,40.32,72.57,72.57,,,
Insureandgo,Silver,6,Days,8,Days,18,49,73.83,132.89,132.89,63.05,113.5,113.5,56.44,101.6,101.6,45.15,81.28,81.28,,,
Insureandgo,Silver,9,Days,13,Days,18,49,81.6,146.88,146.88,82.71,148.87,148.87,59.27,106.68,106.68,47.41,85.34,85.34,,,
Insureandgo,Silver,14,Days,17,Days,18,49,102.13,183.84,183.84,74.48,134.06,134.06,65.11,117.2,117.2,58.56,105.41,105.41,,,
Insureandgo,Silver,18,Days,21,Days,18,49,107.24,193.03,193.03,91.59,164.86,164.86,76.87,138.36,138.36,61.49,110.69,110.69,,,
Insureandgo,Silver,22,Days,24,Days,18,49,134.82,242.67,242.67,115.14,207.26,207.26,96.63,173.93,173.93,77.3,139.15,139.15,,,
Insureandgo,Silver,25,Days,28,Days,18,49,141.56,254.81,254.81,120.9,217.62,217.62,101.46,182.63,182.63,81.17,146.11,146.11,,,
Insureandgo,Silver,29,Days,32,Days,18,49,167.5,301.5,301.5,143.06,257.5,257.5,120.06,216.1,216.1,96.04,172.88,172.88,,,
Insureandgo,Silver,33,Days,35,Days,18,49,183.87,330.97,330.97,157.04,282.66,282.66,131.79,237.22,237.22,105.43,189.78,189.78,,,
Insureandgo,Silver,36,Days,42,Days,18,49,209.28,376.71,376.71,178.74,321.73,321.73,150,270.01,270.01,120,216,216,,,
Insureandgo,Silver,43,Days,49,Days,18,49,234.91,422.84,422.84,200.63,361.13,361.13,168.37,303.07,303.07,134.7,242.45,242.45,,,
Insureandgo,Silver,50,Days,56,Days,18,49,256.27,461.28,461.28,218.87,393.96,393.96,183.68,330.62,330.62,146.94,264.5,264.5,,,
Insureandgo,Silver,57,Days,63,Days,18,49,273.35,492.03,492.03,233.46,420.22,420.22,195.92,352.66,352.66,156.74,282.13,282.13,,,
Insureandgo,Silver,64,Days,70,Days,18,49,287.02,516.63,516.63,245.13,441.23,441.23,205.72,370.29,370.29,164.58,296.24,296.24,,,
Insureandgo,Silver,71,Days,90,Days,18,49,301.37,542.46,542.46,257.39,463.29,463.29,216,388.81,388.81,172.8,311.05,311.05,,,
Insureandgo,Silver,91,Days,120,Days,18,49,441.16,794.09,794.09,376.78,678.2,678.2,316.2,569.16,569.16,252.96,455.33,455.33,,,
Insureandgo,Silver,121,Days,150,Days,18,49,505.45,909.81,909.81,431.69,777.03,777.03,362.28,652.11,652.11,289.83,521.69,521.69,,,
Insureandgo,Silver,151,Days,180,Days,18,49,587.48,1057.46,1057.46,501.74,903.13,903.13,421.07,757.93,757.93,336.86,606.35,606.35,,,
Insureandgo,Silver,181,Days,210,Days,18,49,660.64,1189.14,1189.14,564.22,1015.6,1015.6,473.51,852.32,852.32,378.81,681.85,681.85,,,
Insureandgo,Silver,211,Days,240,Days,18,49,760.4,1368.71,1368.71,649.42,1168.96,1168.96,545.01,981.02,981.02,436.01,784.82,784.82,,,
Insureandgo,Silver,241,Days,270,Days,18,49,840.2,1512.37,1512.37,717.58,1291.65,1291.65,602.21,1083.99,1083.99,481.77,867.19,867.19,,,
Insureandgo,Silver,271,Days,300,Days,18,49,920.01,1656.02,1656.02,785.74,1414.34,1414.34,659.42,1186.95,1186.95,527.53,949.56,949.56,,,
Insureandgo,Silver,301,Days,330,Days,18,49,997.6,1795.69,1795.69,852.01,1533.62,1533.62,715.03,1287.05,1287.05,572.02,1029.64,1029.64,,,
Insureandgo,Silver,331,Days,366,Days,18,49,1079.63,1943.33,1943.33,922.07,1659.72,1659.72,773.82,1392.88,1392.88,619.06,1114.3,1114.3,,,
Insureandgo,Silver,1,Days,5,Days,50,59,89.72,161.5,161.5,76.63,137.93,137.93,64.31,115.76,115.76,41.19,74.14,74.14,,,
Insureandgo,Silver,6,Days,8,Days,50,59,75.42,135.76,135.76,64.41,115.94,115.94,57.65,103.77,103.77,46.12,83.02,83.02,,,
Insureandgo,Silver,9,Days,13,Days,50,59,83.35,150.03,150.03,84.48,152.07,152.07,60.54,108.97,108.97,48.43,87.17,87.17,,,
Insureandgo,Silver,14,Days,17,Days,50,59,104.33,187.8,187.8,76.08,136.94,136.94,66.51,119.72,119.72,59.82,107.68,107.68,,,
Insureandgo,Silver,18,Days,21,Days,50,59,109.55,197.19,197.19,93.56,168.41,168.41,78.52,141.33,141.33,62.81,113.07,113.07,,,
Insureandgo,Silver,22,Days,24,Days,50,59,137.72,247.89,247.89,117.62,211.71,211.71,98.71,177.68,177.68,78.97,142.14,142.14,,,
Insureandgo,Silver,25,Days,28,Days,50,59,144.6,260.29,260.29,123.5,222.3,222.3,103.64,186.56,186.56,82.92,149.25,149.25,,,
Insureandgo,Silver,29,Days,32,Days,50,59,171.1,307.99,307.99,146.13,263.04,263.04,122.64,220.75,220.75,98.11,176.6,176.6,,,
Insureandgo,Silver,33,Days,35,Days,50,59,187.82,338.08,338.08,160.41,288.74,288.74,134.62,242.32,242.32,107.7,193.86,193.86,,,
Insureandgo,Silver,36,Days,42,Days,50,59,213.78,384.81,384.81,182.58,328.65,328.65,153.23,275.81,275.81,122.58,220.65,220.65,,,
Insureandgo,Silver,43,Days,49,Days,50,59,239.96,431.93,431.93,204.94,368.89,368.89,171.99,309.59,309.59,137.59,247.67,247.67,,,
Insureandgo,Silver,50,Days,56,Days,50,59,261.78,471.2,471.2,223.57,402.43,402.43,187.63,337.73,337.73,150.1,270.18,270.18,,,
Insureandgo,Silver,57,Days,63,Days,50,59,279.23,502.61,502.61,238.48,429.26,429.26,200.14,360.24,360.24,160.11,288.2,288.2,,,
Insureandgo,Silver,64,Days,70,Days,50,59,293.19,527.74,527.74,250.4,450.72,450.72,210.14,378.26,378.26,168.11,302.61,302.61,,,
Insureandgo,Silver,71,Days,90,Days,50,59,307.85,554.13,554.13,262.92,473.26,473.26,220.65,397.17,397.17,176.52,317.74,317.74,,,
Insureandgo,Silver,91,Days,120,Days,50,59,450.65,811.17,811.17,384.88,692.79,692.79,323,581.4,581.4,258.4,465.12,465.12,,,
Insureandgo,Silver,121,Days,150,Days,50,59,516.32,929.38,929.38,440.97,793.74,793.74,370.07,666.13,666.13,296.06,532.91,532.91,,,
Insureandgo,Silver,151,Days,180,Days,50,59,600.11,1080.2,1080.2,512.53,922.55,922.55,430.13,774.23,774.23,344.1,619.39,619.39,,,
Insureandgo,Silver,181,Days,210,Days,50,59,674.84,1214.72,1214.72,576.35,1037.44,1037.44,483.69,870.65,870.65,386.95,696.52,696.52,,,
Insureandgo,Silver,211,Days,240,Days,50,59,776.75,1398.15,1398.15,663.39,1194.1,1194.1,556.73,1002.12,1002.12,445.39,801.7,801.7,,,
Insureandgo,Silver,241,Days,270,Days,50,59,858.27,1544.89,1544.89,733.01,1319.43,1319.43,615.17,1107.3,1107.3,492.13,885.84,885.84,,,
Insureandgo,Silver,271,Days,300,Days,50,59,939.8,1691.64,1691.64,802.64,1444.75,1444.75,673.6,1212.48,1212.48,538.88,969.98,969.98,,,
Insureandgo,Silver,301,Days,330,Days,50,59,1019.06,1834.3,1834.3,870.33,1566.6,1566.6,730.41,1314.73,1314.73,584.33,1051.79,1051.79,,,
Insureandgo,Silver,331,Days,366,Days,50,59,1102.85,1985.12,1985.12,941.89,1695.41,1695.41,790.46,1422.83,1422.83,632.37,1138.27,1138.27,,,
Insureandgo,Silver,1,Days,5,Days,60,64,90.67,163.2,163.2,77.44,139.39,139.39,64.99,116.98,116.98,41.61,74.9,74.9,,,
Insureandgo,Silver,6,Days,8,Days,60,64,76.21,137.18,137.18,65.1,117.18,117.18,58.27,104.89,104.89,46.61,83.9,83.9,,,
Insureandgo,Silver,9,Days,13,Days,60,64,84.24,151.63,151.63,85.37,153.67,153.67,61.17,110.11,110.11,48.95,88.11,88.11,,,
Insureandgo,Silver,14,Days,17,Days,60,64,105.43,189.77,189.77,88.71,159.68,159.68,67.21,120.98,120.98,60.45,108.82,108.82,,,
Insureandgo,Silver,18,Days,21,Days,60,64,110.7,199.26,199.26,94.54,170.18,170.18,79.34,142.82,142.82,63.48,114.26,114.26,,,
